s,p,o
<http://www.wikidata.org/entity/Q8457>,<http://www.wikidata.org/prop/direct/P569>,"""1489-09-08T00:00:00Z""^^<http://www.w3.org/2001/XMLSchema#dateTime>"

<http://www.wikidata.org/entity/Q8457>,<http://schema.org/name>,"""Antonio da Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://schema.org/description>,"""Italian Renaissance painter (1489\u20131534)""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Allegri da Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Coreco""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corogio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Correge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Allegri Da Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio di Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Coregio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Coreige""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Allegri Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corriggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Allegris""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""le Corr\u00E9ge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corezo""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Coreggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Le Correge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corejo""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corr\u00E9ge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Il Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Le Corr\u00E9ge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Correggi""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Ligeri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Marco Antonio da Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio de Allegris""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio del Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antoine Correge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Core\u00E7o""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Corregio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Allegri Corregio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Laetus""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""correggio a. a.""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Coretto""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""a. de correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corrigio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""dit le Correge Antoine Allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Anthoin Allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""correggio a. allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corago""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""A. Allegri Le Correge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""allegre antoine dit le correge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""gen. corregio antonio allegris""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Anthony Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Lore\u00E7o""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""el Corezo""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""antonio correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""antonio allegri gen. correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio da Coreggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corregion""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""A. Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""antonio allegri correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antoine Corr\u00E9ge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Ant. Corr\u00E8ge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""antonio allegri gen. coreggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Called Il Corregio Antonio Allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""antonio de carreggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""dit le Correge A. Allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""antonio de alegri gen. correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""correggio antonio da""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corrego""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Korregio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Carraggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Coreggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Allegris""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corraggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio gen. Corregio Allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""dit le Correge Antonio Allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Called, Il Correggio Antonio Allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Couragio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""dit Le Correge Ant. Alleg.""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonius Corregio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corrage""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Allegri da Corregio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Ant. da Carrigio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corezzo""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""gen. Correggio Antonio Allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Ant. All. Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""a. a. correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Allegro Corregio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Le Corr\u00E8ge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Le Corege""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""correggio ant. allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio da Corregio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""gen. antonio da correggio antonio allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""antonio cere\u00E7o""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""A.L. dit le Correge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Correjio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""called Correggio Antonio Allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""A. Corregio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Cor\u00E9gio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""ou Lieto, surnomm\u00E9 Le Correge Antoine Allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""antonio allegri gennant correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Allegri il Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio, gen. Correggio Allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""a. allegri. correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Coresio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corege""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""correjo""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corugio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""surnomm\u00E9 Le Corr\u00E9ge Antoine All\u00E9gri ou Lieto""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Allegri detto Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio da, eigentl. Antonio Allegri Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""allegri antonio gen. correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacomo Corregio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""dit Le Correge Antoine de Allegris""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antoine le Corr\u00E8ge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""antonio allegri. correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""detto il Correggio Antonio Ligeri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""antonio da correggio allegri""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""eigentlich antonio allegri correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Coragio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""A. Correge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antoine Corr\u00E8ge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Corr\u00E8ge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Cor\u00E8ge""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""All\u00E9gri, Ant\u00F2nio""@en"

<http://www.wikidata.org/entity/Q1370859>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Raffaele Sinibaldi""@en"

<http://www.wikidata.org/entity/Q3081033>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Francesco Napolitano""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#prefLabel>,"""Antonio da Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Coreggi""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Core\u00E7o""@en"

<http://www.wikidata.org/entity/Q3396107>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Laetus""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Corregio or de Allegris""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2000/01/rdf-schema#label>,"""Antonio da Correggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonio Coreco""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""gen. correggio antonio allegro""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Core\u00E7io""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antonius Allegri genannt Corregio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""A. di Coreggio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""gen. correggio allegri antonio""@en"

<http://www.wikidata.org/entity/Q8457>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Antoine Allegri dit Le Corr\u00E9ge""@en"

<http://www.wikidata.org/entity/Q9319>,<http://schema.org/name>,"""Jacopo Tintoretto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://schema.org/description>,"""Renaissance painter (1518/1519-1594)""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Il Furioso""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Robusti""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo di Giovanni Battista Robusti""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Iacopo Tintoretto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tintoretti""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tintoretta""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giacomo Robusti""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tintoretto il Vecchio""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tentoretto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Robusti, known as Tintoretto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo le Tintoret""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tintorecto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tinto Retto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tinteretto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tintorett""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Quitoretto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tintoreth""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tintoreto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giacomo Robusti di Venezia""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacovo Tintoretto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Pintoret""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tintore""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Robusti, Il Tintoretto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tinttoretto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tristoretta""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tintoret""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tuneretti""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacques Robusti""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Giacomo Tintoret""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tintorretti""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tenterello""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tintorotto""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Tintoretto il Furioso""@en"

<http://www.wikidata.org/entity/Q9319>,<http://www.w3.org/2004/02/skos/core#altLabel>,"""Jacopo Tintoritto""@en"
